,iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,gname,weaptype1,weaptype1_txt,nkill,propextent,propextent_txt
168558,2016,10,25,92,India,6,South Asia,Odisha,Katlang,19.713524,83.251238,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Maoists,9,Melee,1.0,3.0,Minor (likely < $1 million)
168560,2016,10,25,92,India,6,South Asia,Assam,Bakulguri,26.583534,91.746796,2,Armed Assault,2,Government (General),92.0,India,National Democratic Front of Bodoland (NDFB),5,Firearms,0.0,,
168565,2016,10,26,92,India,6,South Asia,Manipur,Sanjenbam,24.788254,94.015913,2,Armed Assault,3,Police,92.0,India,Unknown,5,Firearms,0.0,,
168566,2016,10,25,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.114865,74.762295,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168567,2016,10,25,92,India,6,South Asia,Jammu and Kashmir,Ashmuqam,33.863242,75.28481,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168598,2016,10,26,92,India,6,South Asia,Jammu and Kashmir,Jammu,32.726265,74.861939,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
168603,2016,10,26,92,India,6,South Asia,Odisha,Selpang,19.734233,83.248769,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Maoists,9,Melee,1.0,,
168610,2016,10,26,92,India,6,South Asia,Jammu and Kashmir,Tappar,34.162705,74.556873,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168625,2016,10,27,92,India,6,South Asia,Jammu and Kashmir,Tangdhar,34.397451,73.860665,2,Armed Assault,4,Military,92.0,India,Unknown,5,Firearms,2.0,,
168626,2016,10,27,92,India,6,South Asia,Jammu and Kashmir,Kralagund,34.355309,74.342304,3,Bombing/Explosion,3,Police,92.0,India,Unknown,6,Explosives,0.0,,
168641,2016,10,27,92,India,6,South Asia,Jammu and Kashmir,Sondipora,33.997748,74.689881,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168653,2016,10,27,92,India,6,South Asia,Assam,Tangla,26.657273,91.912366,2,Armed Assault,1,Business,92.0,India,National Democratic Front of Bodoland (NDFB),5,Firearms,0.0,,
168675,2016,10,28,92,India,6,South Asia,Chhattisgarh,Biraguda,18.616008,80.74473,3,Bombing/Explosion,4,Military,92.0,India,Maoists,6,Explosives,0.0,,
168677,2016,10,28,92,India,6,South Asia,Jammu and Kashmir,Kupwara district,34.526179,74.254614,2,Armed Assault,4,Military,92.0,India,Jaish-e-Mohammad (JeM),5,Firearms,2.0,,
168682,2016,10,28,92,India,6,South Asia,Meghalaya,Dumnikura,25.187318,90.480013,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Achik Songna An'pachakgipa Kotok (ASAK),5,Firearms,0.0,,
168686,2016,10,28,92,India,6,South Asia,Jammu and Kashmir,Verinag,33.537526,75.246206,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168700,2016,10,28,92,India,6,South Asia,Jammu and Kashmir,Pulwama,33.888355,74.907709,3,Bombing/Explosion,3,Police,92.0,India,Unknown,6,Explosives,0.0,,
168701,2016,10,28,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.083739,74.789903,7,Facility/Infrastructure Attack,14,Private Citizens & Property,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168702,2016,10,28,92,India,6,South Asia,Bihar,Muzaffarpur,26.119685,85.364401,2,Armed Assault,2,Government (General),92.0,India,Unknown,5,Firearms,0.0,,
168705,2016,10,28,92,India,6,South Asia,Jammu and Kashmir,Sangam Bijbehara,33.874102,74.900444,2,Armed Assault,14,Private Citizens & Property,92.0,India,Hizbul Mujahideen (HM),5,Firearms,1.0,,
168719,2016,10,29,92,India,6,South Asia,Manipur,Imphal,24.797922,93.940517,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
168737,2016,10,29,92,India,6,South Asia,Jammu and Kashmir,Ashmuqam,33.863242,75.28481,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168746,2016,10,29,92,India,6,South Asia,Manipur,Moreh,24.251064,94.301185,2,Armed Assault,1,Business,92.0,India,Unknown,5,Firearms,1.0,,
168772,2016,10,30,92,India,6,South Asia,Kerala,Pooniam,11.769602,75.542227,3,Bombing/Explosion,3,Police,92.0,India,Bharatiya Janata Party,6,Explosives,0.0,3.0,Minor (likely < $1 million)
168773,2016,10,30,92,India,6,South Asia,Jammu and Kashmir,Kabamarg,33.649364,75.164547,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168774,2016,10,31,92,India,6,South Asia,Jammu and Kashmir,Mihrama,33.622576,74.996804,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168778,2016,10,30,92,India,6,South Asia,Odisha,Kalahandi district,19.913736,83.1649,1,Assassination,2,Government (General),92.0,India,Maoists,9,Melee,1.0,,
168791,2016,10,31,92,India,6,South Asia,Chhattisgarh,Puswada,20.232243,81.567869,6,Hostage Taking (Kidnapping),3,Police,92.0,India,Maoists,13,Unknown,0.0,,
168793,2016,10,31,92,India,6,South Asia,Jharkhand,Kusumbha,23.94099,85.28153,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Jharkhand Prastuti Committee (JPC),5,Firearms,2.0,,
168799,2016,10,31,92,India,6,South Asia,Jharkhand,Gumla,23.045863,84.541898,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
168802,2016,10,31,92,India,6,South Asia,Jammu and Kashmir,Kapran,33.48831,75.352867,7,Facility/Infrastructure Attack,3,Police,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168810,2016,10,31,92,India,6,South Asia,Jammu and Kashmir,Unknown,33.75924,76.579958,7,Facility/Infrastructure Attack,14,Private Citizens & Property,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168835,2016,11,1,92,India,6,South Asia,Bihar,Bhagalpur,25.240425,86.985124,2,Armed Assault,3,Police,92.0,India,Unknown,5,Firearms,0.0,,
168838,2016,11,1,92,India,6,South Asia,Kerala,Malappuram,11.041,76.083,3,Bombing/Explosion,2,Government (General),92.0,India,Base Movement,6,Explosives,0.0,3.0,Minor (likely < $1 million)
168898,2016,11,3,92,India,6,South Asia,Odisha,Hatamuniguda,19.583449,83.501022,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,3.0,Minor (likely < $1 million)
168909,2016,11,3,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.083739,74.789903,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168910,2016,11,3,92,India,6,South Asia,Jammu and Kashmir,Naidkhai,34.246008,74.566937,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168911,2016,11,3,92,India,6,South Asia,Jammu and Kashmir,Ganderbal,34.216495,74.771943,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168945,2016,11,4,92,India,6,South Asia,Meghalaya,Williamnagar,25.50546,90.597329,6,Hostage Taking (Kidnapping),8,Educational Institution,92.0,India,Garo National Liberation Army,5,Firearms,0.0,,
168946,2016,11,4,92,India,6,South Asia,Chhattisgarh,Bijapur district,18.791667,80.816667,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
168950,2016,11,4,92,India,6,South Asia,Jammu and Kashmir,Dadsara,33.904121,75.085404,3,Bombing/Explosion,3,Police,92.0,India,Hizbul Mujahideen (HM),6,Explosives,0.0,3.0,Minor (likely < $1 million)
168952,2016,11,4,92,India,6,South Asia,Chhattisgarh,Sukma district,18.391134,81.659273,2,Armed Assault,14,Private Citizens & Property,92.0,India,Maoists,5,Firearms,1.0,,
168954,2016,11,4,92,India,6,South Asia,Jammu and Kashmir,Sadhunara,34.320111,74.647363,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168955,2016,11,4,92,India,6,South Asia,Jammu and Kashmir,Chadoora,33.94625,74.79831,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
168978,2016,11,5,92,India,6,South Asia,Uttar Pradesh,Karchana,25.284142,81.93663,6,Hostage Taking (Kidnapping),8,Educational Institution,92.0,India,Unknown,5,Firearms,0.0,,
169032,2016,11,6,92,India,6,South Asia,Jharkhand,Hesakocha,22.907721,85.935565,7,Facility/Infrastructure Attack,1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,0.0,3.0,Minor (likely < $1 million)
169035,2016,11,6,92,India,6,South Asia,Chhattisgarh,Rajpenta,18.423073,81.190331,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,,
169078,2016,11,7,92,India,6,South Asia,Chhattisgarh,Dantewada,18.898173,81.348882,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,Maoists,13,Unknown,0.0,,
169109,2016,11,8,92,India,6,South Asia,West Bengal,Burdwan,23.238294,87.865401,3,Bombing/Explosion,20,Unknown,92.0,India,Unknown,6,Explosives,0.0,,
169135,2016,11,9,92,India,6,South Asia,Jammu and Kashmir,Wadipora,34.407656,74.237008,3,Bombing/Explosion,20,Unknown,92.0,India,Unknown,6,Explosives,0.0,,
169140,2016,11,9,92,India,6,South Asia,Madhya Pradesh,Balaghat district,21.812876,80.183829,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Maoists,5,Firearms,1.0,,
169174,2016,11,10,92,India,6,South Asia,Chhattisgarh,Farsegarh,19.044073,80.663559,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,1.0,,
169175,2016,11,10,92,India,6,South Asia,Chhattisgarh,Kondapara,18.480556,81.290278,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Maoists,6,Explosives,0.0,,
169186,2016,11,11,92,India,6,South Asia,Chhattisgarh,Sanjapara,22.229722,82.090556,2,Armed Assault,3,Police,92.0,India,Maoists,9,Melee,1.0,,
169202,2016,11,11,92,India,6,South Asia,Assam,Kokrajhar,26.401436,90.266699,7,Facility/Infrastructure Attack,14,Private Citizens & Property,92.0,India,National Democratic Front of Bodoland (NDFB),13,Unknown,0.0,,
169207,2016,11,11,92,India,6,South Asia,Chhattisgarh,Koyalibeda,19.96,80.989167,2,Armed Assault,4,Military,92.0,India,Maoists,5,Firearms,1.0,,
169208,2016,11,4,92,India,6,South Asia,Jharkhand,Madhuban,24.007928,86.149287,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
169209,2016,11,4,92,India,6,South Asia,Jharkhand,Madhuban,24.007928,86.149287,3,Bombing/Explosion,22,Violent Political Party,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
169211,2016,11,11,92,India,6,South Asia,Bihar,Dakra Nala,25.33571,86.458614,2,Armed Assault,22,Violent Political Party,92.0,India,Unknown,5,Firearms,1.0,,
169212,2016,11,11,92,India,6,South Asia,Kerala,Vanimal,11.717132,75.693595,3,Bombing/Explosion,22,Violent Political Party,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
169244,2016,11,12,92,India,6,South Asia,Bihar,Amratola,24.953906,84.015937,1,Assassination,10,Journalists & Media,92.0,India,Unknown,5,Firearms,1.0,,
169245,2016,11,12,92,India,6,South Asia,Bihar,Darbhanga,26.151944,85.896944,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,1.0,,
169246,2016,11,12,92,India,6,South Asia,Kerala,Vanimal,11.717132,75.693595,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
169247,2016,11,12,92,India,6,South Asia,Kerala,Vanimal,11.717132,75.693595,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
169268,2016,11,13,92,India,6,South Asia,Chhattisgarh,Bijapur,18.791667,80.816667,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Maoists,13,Unknown,0.0,,
169320,2016,11,14,92,India,6,South Asia,Haryana,Allika,28.160465,77.25632,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,1.0,,
169337,2016,11,14,92,India,6,South Asia,Jammu and Kashmir,Baramulla,34.205604,74.353864,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
169404,2016,11,16,92,India,6,South Asia,Assam,Pengre,27.439652,95.758949,2,Armed Assault,14,Private Citizens & Property,92.0,India,United Liberation Front of Assam (ULFA),5,Firearms,1.0,3.0,Minor (likely < $1 million)
169405,2016,11,16,92,India,6,South Asia,Assam,Hailakandi district,24.681102,92.563806,9,Unknown,14,Private Citizens & Property,92.0,India,United Democratic Liberation Army (UDLA),13,Unknown,1.0,,
169412,2016,11,16,92,India,6,South Asia,Jammu and Kashmir,Murran,33.86652,74.864549,2,Armed Assault,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,0.0,,
169446,2016,11,17,92,India,6,South Asia,Kerala,Vanimal,11.717132,75.693595,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
169465,2016,11,18,92,India,6,South Asia,Odisha,Bhitarakota,18.653333,82.943889,6,Hostage Taking (Kidnapping),1,Business,92.0,India,Maoists,5,Firearms,1.0,3.0,Minor (likely < $1 million)
169466,2016,11,18,92,India,6,South Asia,Chhattisgarh,Bijapur district,18.791667,80.816667,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,,
169467,2016,11,18,92,India,6,South Asia,Jammu and Kashmir,Memender,33.705462,74.841761,7,Facility/Infrastructure Attack,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,0.0,3.0,Minor (likely < $1 million)
169468,2016,11,18,92,India,6,South Asia,Jammu and Kashmir,Memender,33.705462,74.841761,8,Unarmed Assault,8,Educational Institution,92.0,India,Unknown,9,Melee,0.0,,
169482,2016,11,18,92,India,6,South Asia,Odisha,Bhitarakota,18.653333,82.943889,6,Hostage Taking (Kidnapping),1,Business,92.0,India,Maoists,5,Firearms,0.0,3.0,Minor (likely < $1 million)
169487,2016,11,17,92,India,6,South Asia,Jammu and Kashmir,Kupwara district,34.526179,74.254614,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
169488,2016,11,18,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.083739,74.789903,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,13,Unknown,0.0,3.0,Minor (likely < $1 million)
169489,2016,11,18,92,India,6,South Asia,Jammu and Kashmir,Memender,33.705462,74.841761,7,Facility/Infrastructure Attack,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,0.0,3.0,Minor (likely < $1 million)
169490,2016,11,18,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.083739,74.789903,2,Armed Assault,3,Police,92.0,India,Unknown,8,Incendiary,0.0,,
169504,2016,11,19,92,India,6,South Asia,Assam,Digboi,27.39681,95.622044,3,Bombing/Explosion,4,Military,92.0,India,United Liberation Front of Assam (ULFA),6,Explosives,3.0,4.0,Unknown
169546,2016,11,20,92,India,6,South Asia,Manipur,Imphal,24.797922,93.940517,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,1.0,,
169548,2016,11,20,92,India,6,South Asia,Manipur,Imphal,24.797922,93.940517,3,Bombing/Explosion,4,Military,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
169549,2016,11,20,92,India,6,South Asia,Manipur,Imphal,24.797922,93.940517,3,Bombing/Explosion,3,Police,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
169571,2016,11,20,92,India,6,South Asia,Jammu and Kashmir,Poonch,33.767001,74.092404,3,Bombing/Explosion,20,Unknown,92.0,India,Unknown,6,Explosives,0.0,,
169597,2016,11,21,92,India,6,South Asia,Chhattisgarh,Chintalnar,18.340368,81.18164,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,,
169600,2016,11,21,92,India,6,South Asia,Assam,Champijang,25.182845,93.120263,6,Hostage Taking (Kidnapping),1,Business,92.0,India,National Socialist Council of Nagaland-Khaplang (NSCN-K),5,Firearms,0.0,,
169603,2016,11,21,92,India,6,South Asia,Jammu and Kashmir,Charar-i-Sharif,33.863484,74.76793,7,Facility/Infrastructure Attack,1,Business,92.0,India,Lashkar-e-Taiba (LeT),5,Firearms,0.0,3.0,Minor (likely < $1 million)
169629,2016,11,22,92,India,6,South Asia,Chhattisgarh,Chintalnar,18.340368,81.18164,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,1.0,,
169630,2016,11,22,92,India,6,South Asia,Chhattisgarh,Maraiguda,18.014568,81.389831,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,,
169635,2016,11,22,92,India,6,South Asia,Jammu and Kashmir,Macchil,34.526179,74.254614,2,Armed Assault,4,Military,92.0,India,Unknown,5,Firearms,3.0,,
169707,2016,11,24,92,India,6,South Asia,Jammu and Kashmir,Langait,34.37881,74.307235,2,Armed Assault,3,Police,92.0,India,Unknown,6,Explosives,0.0,,
169720,2016,11,24,92,India,6,South Asia,Tamil Nadu,Kilangattur,9.680493,78.449617,9,Unknown,14,Private Citizens & Property,92.0,India,Hindu extremists,13,Unknown,0.0,,
169721,2016,11,24,92,India,6,South Asia,Tamil Nadu,Kilangattur,9.680493,78.449617,2,Armed Assault,14,Private Citizens & Property,92.0,India,Hindu extremists,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
169744,2016,11,25,92,India,6,South Asia,Jammu and Kashmir,Kulgam,33.645419,75.019673,2,Armed Assault,3,Police,92.0,India,Lashkar-e-Taiba (LeT),5,Firearms,2.0,,
169747,2016,11,25,92,India,6,South Asia,Chhattisgarh,Kondagaon district,19.595851,81.663777,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
169749,2016,11,25,92,India,6,South Asia,Jharkhand,Adityapur,22.79077,86.166118,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,,
169754,2016,11,25,92,India,6,South Asia,Chhattisgarh,Kondagaon district,19.595851,81.663777,2,Armed Assault,3,Police,92.0,India,Maoists,5,Firearms,1.0,,
169785,2016,11,26,92,India,6,South Asia,Jammu and Kashmir,Wadipora,34.407656,74.237008,2,Armed Assault,4,Military,92.0,India,Lashkar-e-Taiba (LeT),5,Firearms,0.0,3.0,Minor (likely < $1 million)
169786,2016,11,26,92,India,6,South Asia,Manipur,Sajik Tampak,24.005377,93.916,3,Bombing/Explosion,4,Military,92.0,India,United Liberation Front of Assam (ULFA),6,Explosives,0.0,,
169796,2016,11,26,92,India,6,South Asia,Chhattisgarh,Bhainsgaon,20.179167,81.290278,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Maoists,6,Explosives,0.0,,
169806,2016,11,26,92,India,6,South Asia,Jharkhand,Bokaro,23.669296,86.151112,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
169817,2016,11,27,92,India,6,South Asia,Manipur,Imphal,24.797922,93.940517,3,Bombing/Explosion,1,Business,92.0,India,Unknown,6,Explosives,0.0,,
169829,2016,11,27,92,India,6,South Asia,Assam,Kokrajhar,26.401436,90.266699,2,Armed Assault,22,Violent Political Party,92.0,India,Unknown,5,Firearms,0.0,,
169877,2016,11,28,92,India,6,South Asia,Meghalaya,Darimgre,25.567169,90.525782,2,Armed Assault,3,Police,92.0,India,Garo National Liberation Army,5,Firearms,0.0,,
169888,2016,11,29,92,India,6,South Asia,Jammu and Kashmir,Nagrota,32.798325,74.915164,5,Hostage Taking (Barricade Incident),4,Military,92.0,India,Jaish-e-Mohammad (JeM),6,Explosives,10.0,,
169889,2016,11,29,92,India,6,South Asia,Jammu and Kashmir,Fatwal,32.474424,74.893102,2,Armed Assault,4,Military,92.0,India,Lashkar-e-Taiba (LeT),6,Explosives,3.0,,
169903,2016,11,29,92,India,6,South Asia,Manipur,Sibilong,24.799508,93.322653,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),5,Firearms,1.0,,
169911,2016,11,29,92,India,6,South Asia,Jammu and Kashmir,Manigam,33.789502,75.243534,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Unknown,8,Incendiary,0.0,4.0,Unknown
